semel,school_name_budget,budget_year,district,authority_name,authority_code,sector,supervision,legal_status,education_stage,education_type,nurture_quintile_raw,strength_band,students_regular,students_special,classes_regular,avg_class_size,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private,nurture_quintile
311019,גבורי עציון,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,268,14,10.0,26.8,5230706.941259539,4580178.3458,0.0,476610.61000000004,54509.159999999996,119991.22545953812,-582.4,104.21000000000001,5.0
311027,יבנה,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,401,0,13.0,30.846153846153847,6356620.689543428,5566449.5858000005,0.0,455122.39999999997,-1413.510000000002,339106.053743429,-2643.84,128.2,4.0
311035,ניצני זבולון,תשעה,חיפה,זבולון,1200000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,460,0,17.0,27.058823529411764,5998257.066408066,5440829.9606,0.0,522877.89999999997,24018.25,16277.635808066314,-5746.68,116.68,2.0
311076,כרכור,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,598,0,18.0,33.22222222222222,7198494.456995993,6455369.300000001,0.0,721384.26,-18135.15,48124.686995992335,-8248.64,160.0,1.0
311084,מורשה,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,302,0,12.0,25.166666666666668,4723882.547634905,4216709.394,0.0,368812.19,-76887.26,218035.7436349061,-2787.52,97.06,3.0
311092,העמר,תשעה,חיפה,חוף הכרמל,1500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,505,8,17.0,29.705882352941178,6638230.450541959,6140177.8532,0.0,616407.47,-152257.75,41078.43734195919,-7175.56,143.03,1.0
311142,מעגנים,תשעה,חיפה,חוף הכרמל,1500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,433,25,14.0,30.928571428571427,5663461.365291476,4986323.624843564,0.0,603131.57,-160307.36000000002,240483.330447912,-6169.8,105.88,2.0
311209,ניר עציון,תשעה,חיפה,חוף הכרמל,1500000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,190,0,8.0,23.75,3279230.834242753,2972352.1672673267,0.0,223033.95000000004,-91549.05,177354.76697542678,-1961.0,67.57000000000001,3.0
311217,בית יהושע,תשעה,חיפה,נשר,25007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,184,0,6.0,30.666666666666668,2515624.6839268496,2329419.7844000002,0.0,190125.51,-31652.93,29187.559526849676,-1455.24,53.44,4.0
311225,גלילות,תשעה,חיפה,נשר,25007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,124,7,5.5,20.666666666666668,2667783.5656201504,2404575.25,0.0,275002.30000000005,-35493.229999999996,24654.24562015067,-955.0,50.0,4.0
311258,גבעון,תשעה,חיפה,נשר,25007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,117,0,4.5,19.5,2113500.308004458,1934913.2894,0.0,190125.51,-36880.229999999996,26048.538604458274,-706.8,44.05,4.0
311266,ישורון תל חנן נשר,תשעה,חיפה,נשר,25007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,100,0,4.5,16.666666666666668,2711933.739087991,2241949.4188,0.0,190102.23,-166917.09,447155.3402879909,-356.16,53.36,5.0
311290,כרמל וים,תשעה,חיפה,חוף הכרמל,1500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,425,43,14.0,30.357142857142858,6008481.606730389,5345009.284,0.0,599249.2699999999,-190705.09000000003,260004.14273039013,-5076.0,115.28,2.0
311324,אזורי אלונה,תשעה,חיפה,אלונה,4500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,331,0,12.0,27.583333333333332,4622224.106488618,4216594.922,0.0,333491.12000000005,4795.559999999999,71751.42448861792,-4408.92,94.98,2.0
311332,גלי עתלית,תשעה,חיפה,חוף הכרמל,1500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,476,0,17.0,28.0,6991843.892736203,6248463.644800002,0.0,658129.03,-175929.53,265875.54793620424,-6099.0,144.0,2.0
311357,אלונים,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,341,8,12.0,28.416666666666668,4870655.009058828,4373987.546800001,0.0,495893.2399999998,-38092.75,41717.73225882936,-2850.76,104.52,3.0
311365,מרחבים,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,217,19,8.0,27.125,3796138.6841808525,3402818.6566000003,0.0,417001.75,-46833.15,25140.42758085245,-1989.0,78.67,3.0
311399,ישורון,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,276,0,11.0,25.09090909090909,4193632.6704014237,3645170.8333999994,0.0,325768.17,-105042.34999999999,329915.697001424,-2179.68,83.88,3.0
311415,בית הילד נוה מיכאל,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,55,43,3.0,11.0,3410970.9744855044,3036534.52,0.0,339864.93,-4665.009999999999,39615.73448550426,-379.2,69.0,5.0
311431,ביאליק,תשעה,חיפה,קרית ביאליק,95000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,395,24,13.0,30.384615384615383,6675662.31269828,5887147.5996,0.0,589059.6900000001,-12101.049999999988,214110.47309828107,-2554.4,138.6,4.0
311456,הבונים,תשעה,חיפה,קרית ביאליק,95000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,594,8,19.0,31.263157894736842,8078525.599902877,7101664.825000001,0.0,754467.9199999999,14014.559999999998,213706.29490287803,-5328.0,171.09,3.0
311480,שפרינצק,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,442,7,16.0,27.625,6870868.469766518,5836482.1908,0.0,661882.98,57236.84,258863.95896651776,-3276.0,130.87,3.0
311514,נרקיסים,תשעה,חיפה,קרית טבעון,23002,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,270,5,11.0,24.545454545454547,4547328.850842331,4072754.177,0.0,378827.67000000004,21379.8,78131.68384233117,-3764.48,82.38,1.0
311522,רימונים,תשעה,חיפה,קרית טבעון,23002,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,340,0,12.0,28.333333333333332,4372315.211866782,3962441.5946277226,0.0,370937.25,25648.8,18047.127239059875,-4759.56,88.34,1.0
311530,קרית עמל,תשעה,חיפה,קרית טבעון,23002,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,438,16,14.0,31.285714285714285,5864113.426408709,5197815.213599999,0.0,611568.3399999999,34808.4,26159.552808709745,-6238.08,117.85,1.0
311548,יבנה,תשעה,חיפה,קרית טבעון,23002,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,47,0,2.0,11.75,1692116.8049396833,1592542.3753999998,0.0,61154.11000000001,3731.1,35095.859539683515,-406.64,31.959999999999997,2.0
311563,אורים,תשעה,חיפה,קרית ים,96008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,352,28,14.0,25.142857142857142,6100473.431944822,5352802.5212,0.0,662022.71,36880.4,51537.88074482118,-2770.08,127.63,4.0
311597,סיני,תשעה,חיפה,קרית ים,96008,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,129,0,6.0,21.5,3547608.6379397674,3044578.8759,0.0,187247.11000000002,-31807.97,347826.78203976824,-236.16,59.5,5.0
311605,אחדות,תשעה,חיפה,קרית מוצקין,82008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,441,29,14.0,31.5,6497851.905885517,5630193.828000001,0.0,801572.2099999998,41217.829999999994,29553.317885516975,-4685.28,129.52,2.0
311613,ויצמן,תשעה,חיפה,קרית מוצקין,82008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,537,20,18.0,29.833333333333332,7988854.183896064,7020053.599799999,0.0,836063.1199999999,36917.17,99448.21409606466,-3627.92,180.95999999999998,4.0
311621,מצפה,תשעה,חיפה,קרית מוצקין,82008,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,278,0,12.0,23.166666666666668,5196098.40130248,4616990.3974,0.0,313784.62,40312.380000000005,226433.0839024805,-1422.08,102.92,5.0
311738,"ב""י נר שמואל",תשעה,חיפה,חדרה,65003,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,321,39,13.0,24.692307692307693,5427201.300720667,0.0,0.0,581910.2000000001,144955.0,22459.080720666883,-3014.44,0.0,3.0
311753,בית יעקב מרכז,תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,591,0,20.0,29.55,6339648.399714917,0.0,0.0,510807.67999999993,46172.1,41762.66971491718,-4918.4,0.0,3.0
311761,יחל ישראל,תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,398,7,16.0,24.875,2874486.143557693,0.0,0.0,79163.13,2793991.93,3896.08355769292,-2565.0,0.0,4.0
311803,"ת""ת וב""י שערי תורה",תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,139,0,6.5,17.375,2523697.4926173445,0.0,0.0,272270.4,18266.73,13644.59261734503,-598.56,0.0,5.0
311811,"ת""ת תורת אמת",תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,206,25,9.0,22.88888888888889,3411838.7508039474,0.0,0.0,362408.85000000003,100558.8,2417.000803948279,-1665.2,0.0,4.0
311837,"ת""ת תורה תמימה",תשעה,חיפה,קרית אתא,68007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,203,12,8.0,25.375,2643021.8307534102,0.0,0.0,270197.24000000005,41794.619999999995,16380.720753410305,-1730.2,0.0,3.0
311886,פסגות,תשעה,חיפה,קרית ביאליק,95000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,399,9,15.0,26.6,6485330.625304495,5754277.6994,0.0,533905.52,-28318.329999999998,227038.21590449565,-1572.48,122.85,5.0
311894,קורצאק,תשעה,חיפה,קרית מוצקין,82008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,527,25,17.0,31.0,7845503.165516893,6739151.121600001,0.0,889810.2999999998,20632.89,170560.03391689315,-4560.64,153.54000000000002,3.0
312033,"ת""ת ובי'מדעים ויהדות",תשעה,חיפה,חדרה,65003,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,354,0,15.0,23.6,4599860.187657656,0.0,0.0,405982.06999999995,-14858.34,191862.4976576568,-2194.8,0.0,4.0
312041,"ת""ת וב""י חורב",תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,105,0,4.0,13.125,1229550.8277764795,0.0,0.0,179165.23,10658.8,11762.367776479616,-869.04,0.0,3.0
312082,רוממה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,254,24,11.0,23.09090909090909,5835263.135055068,4900823.9148,0.0,733795.26,89654.6,17203.42025506936,-2682.6,109.04,2.0
312090,יזרעאליה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,352,33,12.0,29.333333333333332,5820618.138969501,5089827.2568,0.0,618866.67,14999.950000000003,99746.30216950073,-2822.04,116.36,3.0
312108,אהוד,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,537,19,17.0,31.58823529411765,8283433.573444024,6976169.9718,0.0,1016524.6200000001,156649.81,25682.83164402255,-6316.8,167.05,2.0
312124,נועם,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,225,0,9.0,25.0,4183927.654939603,3858750.3419999997,0.0,257380.01,21284.2,48855.02293960347,-2341.92,94.29,5.0
312132,גבריאלי,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,117,0,4.0,19.5,2451750.6659192126,2312042.0996,0.0,170310.94000000003,-60723.12999999999,30318.75631921274,-198.0,52.58,5.0
312140,פיכמן,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,188,19,7.5,23.5,3741789.865281045,3344351.9677999998,0.0,365628.67,20170.190000000002,13374.317481044636,-1735.28,78.06,3.0
312165,קדימה,תשעה,חיפה,קרית ביאליק,95000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,469,53,16.0,29.3125,12307270.540887346,9468795.0567,0.0,1656614.69,517510.42000000004,200691.6541873469,-4782.4,218.23,2.0
312173,אמירים,תשעה,חיפה,קרית ים,96008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,327,0,12.0,27.25,5618816.758317415,4862764.0013999995,0.0,367794.32000000007,-148630.16000000003,537987.5969174149,-1099.0,109.67,5.0
312199,שרת,תשעה,חיפה,פרדס חנה-כרכור,78006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,275,32,11.0,25.0,5338456.433100975,4597284.364600001,0.0,544444.09,-81020.71999999999,279540.9785009749,-1792.28,97.74,4.0
312207,עלומים,תשעה,חיפה,קרית ים,96008,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,352,22,12.0,29.333333333333332,5972272.855361398,5245537.8036,0.0,625967.48,17953.71,84875.78176139803,-2061.92,112.13,4.0
312223,עציון,תשעה,חיפה,אור עקיבא,10207,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,236,7,10.0,23.6,5202915.757087331,4520409.5856,0.0,395914.9299999999,-45319.83,333123.1114873318,-1212.04,101.14,5.0
312272,תלפיות,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,11,23,0.0,,1849952.8247536672,1728749.4583,0.0,72993.4,6844.2,41485.28645366706,-119.52,0.0,5.0
312314,"ב""י יסודי רכסים",תשעה,חיפה,רכסים,9225,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,525,15,20.0,26.25,6813715.08927432,0.0,0.0,598118.3,95791.08000000002,179350.74927431956,-3916.2,0.0,3.0
312322,הנסיוני,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,456,5,17.0,26.823529411764707,6895189.1783734225,6243149.3728,0.0,575276.88,44978.75,20524.47557342371,-6292.8,134.15,1.0
312355,דינור,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,222,18,9.0,24.666666666666668,5765551.404434292,4615031.4037999995,0.0,723910.8999999999,204976.40000000002,23837.660634291093,-1039.68,102.35,5.0
312363,"ת""ת זכרון יעקב",תשעה,חיפה,זכרון יעקב,93005,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,52,0,1.5,26.0,574699.4141839342,0.0,0.0,53439.829999999994,4520.2,5684.534183934365,-353.6,0.0,5.0
312371,בן גוריון,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,205,11,7.0,29.285714285714285,3069782.6611995758,2751675.2773999996,0.0,306681.1,-5989.02,19667.983799576417,-2252.68,57.67,3.0
312397,הגורן,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,395,32,14.0,28.214285714285715,6281344.763338293,5511182.8356,0.0,652346.3200000001,-29825.55999999999,150800.6877382932,-3159.52,125.5,3.0
312405,"ב""י אור חדש",תשעה,חיפה,רכסים,9225,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,69,0,3.0,23.0,876861.4902289249,0.0,0.0,72993.40000000001,9670.4,18399.36022892505,-339.2,0.0,5.0
312421,חופית,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,165,11,6.0,27.5,3077606.1341341506,2720116.16,0.0,249228.67000000004,-12214.879999999997,121056.46413415018,-580.28,56.0,5.0
312439,אינשטיין,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,494,0,16.0,30.875,6307156.629246907,5697229.351400001,0.0,558783.3500000001,38928.899999999994,19117.027846908404,-6902.0,124.18,1.0
312462,(בית יוסף (בנות,תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,54,0,4.0,6.75,983327.5911824906,0.0,0.0,39559.880000000005,4537.1,21858.611182490542,-273.6,0.0,5.0
312470,"ת""ת ובי' נתיבות משה",תשעה,חיפה,חיפה,40006,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,379,0,13.0,29.153846153846153,4198095.7217597235,0.0,0.0,430813.13000000006,32831.4,13233.121759722955,-3038.76,0.0,3.0
312488,"ת""ת זכרון מאיר",תשעה,חיפה,חיפה,40006,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,130,0,5.0,16.25,657331.892422814,0.0,0.0,0.0,2104.3,1420.881844721678,-1047.48,0.0,3.0
312504,הצבי ישראל,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,474,21,16.0,29.625,6748741.14525894,5800090.5472,0.0,772129.89,3355.1800000000003,177174.48805894057,-4008.96,129.45,3.0
